CB,shift,role,tier,loc,campus,date,time
CB055,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB055,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB055,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB055,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB055,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB055,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB055,20260612_2,CBCT,JUNIOR,BALANCED,1,2026-06-12,09g30
CB055,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB055,20260612_4,CBCT,JUNIOR,BALANCED,1,2026-06-12,15g30
CB056,20260529_1,CBCT,MID,BALANCED,2,2026-05-29,07g00
CB056,20260601_2,TK,MID,BALANCED,2,2026-06-01,09g30
CB056,20260601_3,CBCT,MID,BALANCED,2,2026-06-01,13g00
CB056,20260603_1,CBCT,MID,BALANCED,2,2026-06-03,07g00
CB056,20260604_1,CBCT,MID,BALANCED,2,2026-06-04,07g00
CB056,20260608_4,CBCT,MID,BALANCED,1,2026-06-08,15g30
CB056,20260610_3,TK,MID,BALANCED,2,2026-06-10,13g00
CB056,20260612_1,CBCT,MID,BALANCED,1,2026-06-12,07g00
CB056,20260612_3,CBCT,MID,BALANCED,1,2026-06-12,13g00
CB056,20260612_4,CBCT,MID,BALANCED,1,2026-06-12,15g30
CB057,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB057,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB057,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB057,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB057,20260603_3,CBCT,JUNIOR,BALANCED,2,2026-06-03,13g00
CB057,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB057,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB057,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB057,20260608_4,CBCT,JUNIOR,BALANCED,1,2026-06-08,15g30
CB057,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB057,20260611_3,CBCT,JUNIOR,BALANCED,2,2026-06-11,13g00
CB058,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB058,20260601_2,CBCT,JUNIOR,BALANCED,2,2026-06-01,09g30
CB058,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB058,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB058,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB058,20260603_3,CBCT,JUNIOR,BALANCED,2,2026-06-03,13g00
CB058,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB058,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB058,20260608_4,CBCT,JUNIOR,BALANCED,1,2026-06-08,15g30
CB058,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB058,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB059,20260525_2,CBCT,JUNIOR,BALANCED,2,2026-05-25,09g30
CB059,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB059,20260601_2,CBCT,JUNIOR,BALANCED,2,2026-06-01,09g30
CB059,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB059,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB059,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB059,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB059,20260608_4,CBCT,JUNIOR,BALANCED,1,2026-06-08,15g30
CB059,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB059,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB059,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB060,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB060,20260601_2,CBCT,JUNIOR,BALANCED,2,2026-06-01,09g30
CB060,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB060,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB060,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB060,20260604_2,CBCT,JUNIOR,BALANCED,2,2026-06-04,09g30
CB060,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB060,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB060,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB060,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB060,20260612_4,CBCT,JUNIOR,BALANCED,1,2026-06-12,15g30
CB061,20260525_2,CBCT,JUNIOR,BALANCED,2,2026-05-25,09g30
CB061,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB061,20260601_2,CBCT,JUNIOR,BALANCED,2,2026-06-01,09g30
CB061,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB061,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB061,20260605_2,CBCT,JUNIOR,BALANCED,1,2026-06-05,09g30
CB061,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB061,20260605_4,CBCT,JUNIOR,BALANCED,1,2026-06-05,15g30
CB061,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB061,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB061,20260612_4,CBCT,JUNIOR,BALANCED,1,2026-06-12,15g30
CB062,20260525_2,CBCT,MID,NEAR_CS2,2,2026-05-25,09g30
CB062,20260529_1,CBCT,MID,NEAR_CS2,2,2026-05-29,07g00
CB062,20260601_2,CBCT,MID,NEAR_CS2,2,2026-06-01,09g30
CB062,20260601_3,CBCT,MID,NEAR_CS2,2,2026-06-01,13g00
CB062,20260603_1,CBCT,MID,NEAR_CS2,2,2026-06-03,07g00
CB062,20260603_2,CBCT,MID,NEAR_CS2,2,2026-06-03,09g30
CB062,20260603_3,CBCT,MID,NEAR_CS2,2,2026-06-03,13g00
CB062,20260604_1,CBCT,MID,NEAR_CS2,2,2026-06-04,07g00
CB062,20260604_2,TK,MID,NEAR_CS2,2,2026-06-04,09g30
CB062,20260610_3,CBCT,MID,NEAR_CS2,2,2026-06-10,13g00
CB062,20260611_3,CBCT,MID,NEAR_CS2,2,2026-06-11,13g00
CB062,20260613_4,CBCT,MID,NEAR_CS2,2,2026-06-13,15g30
CB063,20260529_1,CBCT,MID,NEAR_CS2,2,2026-05-29,07g00
CB063,20260602_3,CBCT,MID,NEAR_CS2,2,2026-06-02,13g00
CB063,20260603_1,TK,MID,NEAR_CS2,2,2026-06-03,07g00
CB063,20260603_2,CBCT,MID,NEAR_CS2,2,2026-06-03,09g30
CB063,20260603_4,CBCT,MID,NEAR_CS2,2,2026-06-03,15g30
CB063,20260608_1,CBCT,MID,NEAR_CS2,2,2026-06-08,07g00
CB063,20260610_1,CBCT,MID,NEAR_CS2,2,2026-06-10,07g00
CB063,20260610_2,CBCT,MID,NEAR_CS2,2,2026-06-10,09g30
CB063,20260610_3,CBCT,MID,NEAR_CS2,2,2026-06-10,13g00
CB063,20260610_4,CBCT,MID,NEAR_CS2,2,2026-06-10,15g30
CB063,20260611_1,CBCT,MID,NEAR_CS2,2,2026-06-11,07g00
CB063,20260613_4,CBCT,MID,NEAR_CS2,2,2026-06-13,15g30
CB064,20260521_5,CBCT,JUNIOR,NEAR_CS1,1,2026-05-21,18g15
CB064,20260527_5,CBCT,JUNIOR,NEAR_CS1,1,2026-05-27,18g15
CB064,20260529_5,CBCT,JUNIOR,NEAR_CS1,1,2026-05-29,18g15
CB064,20260605_2,CBCT,JUNIOR,NEAR_CS1,1,2026-06-05,09g30
CB064,20260605_3,CBCT,JUNIOR,NEAR_CS1,1,2026-06-05,13g00
CB064,20260605_4,CBCT,JUNIOR,NEAR_CS1,1,2026-06-05,15g30
CB064,20260608_3,CBCT,JUNIOR,NEAR_CS1,1,2026-06-08,13g00
CB064,20260612_1,CBCT,JUNIOR,NEAR_CS1,1,2026-06-12,07g00
CB064,20260612_2,CBCT,JUNIOR,NEAR_CS1,1,2026-06-12,09g30
CB064,20260612_4,CBCT,JUNIOR,NEAR_CS1,1,2026-06-12,15g30
CB064,20260613_1,CBCT,JUNIOR,NEAR_CS1,1,2026-06-13,07g00
CB065,20260530_2,CBCT,MID,BALANCED,1,2026-05-30,09g30
CB065,20260601_2,CBCT,MID,BALANCED,2,2026-06-01,09g30
CB065,20260601_3,CBCT,MID,BALANCED,2,2026-06-01,13g00
CB065,20260603_2,TK,MID,BALANCED,2,2026-06-03,09g30
CB065,20260605_3,CBCT,MID,BALANCED,1,2026-06-05,13g00
CB065,20260609_3,CBCT,MID,BALANCED,2,2026-06-09,13g00
CB065,20260610_3,TK,MID,BALANCED,2,2026-06-10,13g00
CB065,20260612_1,CBCT,MID,BALANCED,1,2026-06-12,07g00
CB065,20260612_2,CBCT,MID,BALANCED,1,2026-06-12,09g30
CB065,20260612_3,CBCT,MID,BALANCED,1,2026-06-12,13g00
CB066,20260522_5,CBCT,JUNIOR,NEAR_CS1,1,2026-05-22,18g15
CB066,20260530_2,CBCT,JUNIOR,NEAR_CS1,1,2026-05-30,09g30
CB066,20260530_3,CBCT,JUNIOR,NEAR_CS1,1,2026-05-30,13g00
CB066,20260531_2,CBCT,JUNIOR,NEAR_CS1,1,2026-05-31,09g30
CB066,20260531_3,CBCT,JUNIOR,NEAR_CS1,1,2026-05-31,13g00
CB066,20260602_5,CBCT,JUNIOR,NEAR_CS1,1,2026-06-02,18g15
CB066,20260605_3,CBCT,JUNIOR,NEAR_CS1,1,2026-06-05,13g00
CB066,20260608_3,CBCT,JUNIOR,NEAR_CS1,1,2026-06-08,13g00
CB066,20260608_4,CBCT,JUNIOR,NEAR_CS1,1,2026-06-08,15g30
CB066,20260612_2,CBCT,JUNIOR,NEAR_CS1,1,2026-06-12,09g30
CB066,20260613_1,CBCT,JUNIOR,NEAR_CS1,1,2026-06-13,07g00
CB067,20260601_2,CBCT,JUNIOR,BALANCED,2,2026-06-01,09g30
CB067,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB067,20260602_3,CBCT,JUNIOR,BALANCED,2,2026-06-02,13g00
CB067,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB067,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB067,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB067,20260609_3,CBCT,JUNIOR,BALANCED,2,2026-06-09,13g00
CB067,20260611_3,CBCT,JUNIOR,BALANCED,2,2026-06-11,13g00
CB067,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB067,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB067,20260612_4,CBCT,JUNIOR,BALANCED,1,2026-06-12,15g30
CB068,20260528_5,CBCT,MID,BALANCED,1,2026-05-28,18g15
CB068,20260601_2,CBCT,MID,BALANCED,2,2026-06-01,09g30
CB068,20260601_3,CBCT,MID,BALANCED,2,2026-06-01,13g00
CB068,20260602_2,CBCT,MID,BALANCED,2,2026-06-02,09g30
CB068,20260602_3,TK,MID,BALANCED,2,2026-06-02,13g00
CB068,20260605_3,CBCT,MID,BALANCED,1,2026-06-05,13g00
CB068,20260608_2,CBCT,MID,BALANCED,1,2026-06-08,09g30
CB068,20260608_3,CBCT,MID,BALANCED,1,2026-06-08,13g00
CB068,20260611_3,TK,MID,BALANCED,2,2026-06-11,13g00
CB068,20260612_1,CBCT,MID,BALANCED,1,2026-06-12,07g00
CB069,20260519_5,CBCT,JUNIOR,BALANCED,1,2026-05-19,18g15
CB069,20260530_3,CBCT,JUNIOR,BALANCED,1,2026-05-30,13g00
CB069,20260602_2,CBCT,JUNIOR,BALANCED,2,2026-06-02,09g30
CB069,20260602_3,CBCT,JUNIOR,BALANCED,2,2026-06-02,13g00
CB069,20260602_4,CBCT,JUNIOR,BALANCED,2,2026-06-02,15g30
CB069,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB069,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB069,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB069,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB069,20260611_3,CBCT,JUNIOR,BALANCED,2,2026-06-11,13g00
CB069,20260612_2,CBCT,JUNIOR,BALANCED,1,2026-06-12,09g30
CB070,20260529_1,CBCT,JUNIOR,BALANCED,2,2026-05-29,07g00
CB070,20260602_2,CBCT,JUNIOR,BALANCED,2,2026-06-02,09g30
CB070,20260602_3,CBCT,JUNIOR,BALANCED,2,2026-06-02,13g00
CB070,20260602_4,CBCT,JUNIOR,BALANCED,2,2026-06-02,15g30
CB070,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB070,20260603_3,CBCT,JUNIOR,BALANCED,2,2026-06-03,13g00
CB070,20260603_4,CBCT,JUNIOR,BALANCED,2,2026-06-03,15g30
CB070,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB070,20260609_2,CBCT,JUNIOR,BALANCED,2,2026-06-09,09g30
CB070,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB070,20260613_2,CBCT,JUNIOR,BALANCED,2,2026-06-13,09g30
CB071,20260602_2,CBCT,JUNIOR,BALANCED,2,2026-06-02,09g30
CB071,20260602_3,CBCT,JUNIOR,BALANCED,2,2026-06-02,13g00
CB071,20260603_1,CBCT,JUNIOR,BALANCED,2,2026-06-03,07g00
CB071,20260603_2,CBCT,JUNIOR,BALANCED,2,2026-06-03,09g30
CB071,20260603_3,CBCT,JUNIOR,BALANCED,2,2026-06-03,13g00
CB071,20260605_3,CBCT,JUNIOR,BALANCED,1,2026-06-05,13g00
CB071,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB071,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB071,20260609_2,CBCT,JUNIOR,BALANCED,2,2026-06-09,09g30
CB071,20260611_3,CBCT,JUNIOR,BALANCED,2,2026-06-11,13g00
CB071,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB072,20260531_3,CBCT,JUNIOR,BALANCED,1,2026-05-31,13g00
CB072,20260601_3,CBCT,JUNIOR,BALANCED,2,2026-06-01,13g00
CB072,20260603_3,CBCT,JUNIOR,BALANCED,2,2026-06-03,13g00
CB072,20260608_2,CBCT,JUNIOR,BALANCED,1,2026-06-08,09g30
CB072,20260608_3,CBCT,JUNIOR,BALANCED,1,2026-06-08,13g00
CB072,20260609_2,CBCT,JUNIOR,BALANCED,2,2026-06-09,09g30
CB072,20260610_3,CBCT,JUNIOR,BALANCED,2,2026-06-10,13g00
CB072,20260612_1,CBCT,JUNIOR,BALANCED,1,2026-06-12,07g00
CB072,20260612_3,CBCT,JUNIOR,BALANCED,1,2026-06-12,13g00
CB072,20260612_4,CBCT,JUNIOR,BALANCED,1,2026-06-12,15g30
CB072,20260613_2,CBCT,JUNIOR,BALANCED,2,2026-06-13,09g30
CB073,20260525_2,CBCT,JUNIOR,NEAR_CS2,2,2026-05-25,09g30
CB073,20260529_1,CBCT,JUNIOR,NEAR_CS2,2,2026-05-29,07g00
CB073,20260601_2,CBCT,JUNIOR,NEAR_CS2,2,2026-06-01,09g30
CB073,20260603_3,CBCT,JUNIOR,NEAR_CS2,2,2026-06-03,13g00
CB073,20260604_1,CBCT,JUNIOR,NEAR_CS2,2,2026-06-04,07g00
CB073,20260604_2,CBCT,JUNIOR,NEAR_CS2,2,2026-06-04,09g30
CB073,20260609_3,CBCT,JUNIOR,NEAR_CS2,2,2026-06-09,13g00
CB073,20260610_3,CBCT,JUNIOR,NEAR_CS2,2,2026-06-10,13g00
CB073,20260613_2,CBCT,JUNIOR,NEAR_CS2,2,2026-06-13,09g30
CB073,20260613_3,CBCT,JUNIOR,NEAR_CS2,2,2026-06-13,13g00
CB073,20260613_4,CBCT,JUNIOR,NEAR_CS2,2,2026-06-13,15g30
